name,illumination,contrast,clarity,artifacts,field,quality,left,right,left_or_right,fundus_image_type,source,image_path
DR-XJU-84,1,1,1,1,1,1,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-84.jpg
DR-XJU-85,1,1,1,1,1,1,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-85.jpg
DR-XJU-86,1,0,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-86.jpg
DR-XJU-87,1,0,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-87.jpg
DR-XJU-88,1,0,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-88.jpg
DR-XJU-89,1,0,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-89.jpg
DR-XJU-90,1,0,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-90.jpg
DR-XJU-91,1,0,1,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-91.jpg
DR-XJU-92,1,1,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-92.jpg
DR-XJU-93,1,1,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-93.jpg
DR-XJU-94,1,1,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-94.jpg
DR-XJU-95,1,1,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-95.jpg
DR-XJU-96,1,1,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-96.jpg
DR-XJU-97,1,0,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-97.jpg
DR-XJU-98,1,1,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-98.jpg
DR-XJU-99,1,0,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-99.jpg
DR-XJU-100,1,0,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-100.jpg
DR-XJU-101,1,0,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-101.jpg
DR-XJU-102,1,1,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-102.jpg
DR-XJU-103,1,0,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-103.jpg
DR-XJU-104,1,0,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-104.jpg
DR-XJU-105,1,0,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-105.jpg
DR-XJU-106,1,1,0,1,1,1,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-106.jpg
DR-XJU-107,1,1,1,1,1,1,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-107.jpg
DR-XJU-108,1,1,1,1,1,1,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-108.jpg
DR-XJU-109,1,1,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-109.jpg
DR-XJU-110,1,1,1,1,1,1,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-110.jpg
DR-XJU-111,1,1,1,1,1,1,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-111.jpg
DR-XJU-112,1,0,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-112.jpg
DR-XJU-113,1,1,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-113.jpg
DR-XJU-114,1,1,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-114.jpg
DR-XJU-115,1,1,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-115.jpg
DR-XJU-116,1,1,1,1,1,1,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-116.jpg
DR-XJU-117,1,0,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-117.jpg
DR-XJU-118,0,0,1,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-118.jpg
DR-XJU-119,1,1,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-119.jpg
DR-XJU-120,0,0,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-120.jpg
DR-XJU-121,1,1,1,1,1,1,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-121.jpg
DR-XJU-122,1,1,1,1,1,1,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-122.jpg
DR-XJU-123,1,1,1,1,1,1,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-123.jpg
DR-XJU-124,0,1,1,1,1,1,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-124.jpg
DR-XJU-125,0,0,1,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-125.jpg
DR-XJU-126,1,1,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-126.jpg
DR-XJU-127,1,0,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-127.jpg
DR-XJU-128,1,0,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-128.jpg
DR-XJU-129,1,1,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-129.jpg
DR-XJU-130,1,0,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-130.jpg
DR-XJU-131,1,1,1,1,1,1,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-131.jpg
DR-XJU-132,1,1,1,1,1,1,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-132.jpg
DR-XJU-133,1,1,1,1,1,1,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-133.jpg
DR-XJU-134,1,1,0,1,1,1,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-134.jpg
DR-XJU-135,1,1,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-135.jpg
DR-XJU-136,1,1,1,1,1,1,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-136.jpg
DR-XJU-137,1,1,1,1,1,1,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-137.jpg
DR-XJU-138,1,1,1,1,1,1,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-138.jpg
DR-XJU-139,1,0,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-139.jpg
DR-XJU-140,1,0,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-140.jpg
DR-XJU-141,1,1,1,1,1,1,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-141.jpg
DR-XJU-142,1,1,1,1,1,1,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-142.jpg
DR-XJU-143,1,1,1,1,1,1,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-143.jpg
DR-XJU-144,1,1,1,1,1,1,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-144.jpg
DR-XJU-145,1,1,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-145.jpg
DR-XJU-146,0,1,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-146.jpg
DR-XJU-147,1,1,1,1,1,1,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-147.jpg
DR-XJU-148,0,0,1,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-148.jpg
DR-XJU-149,0,0,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-149.jpg
DR-XJU-150,1,0,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-150.jpg
DR-XJU-151,1,1,1,1,1,1,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-151.jpg
DR-XJU-152,1,1,1,1,1,1,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-152.jpg
DR-XJU-153,0,1,1,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-153.jpg
DR-XJU-154,1,1,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-154.jpg
DR-XJU-155,0,0,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-155.jpg
DR-XJU-156,0,1,1,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-156.jpg
DR-XJU-157,1,0,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-157.jpg
DR-XJU-158,1,0,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-158.jpg
DR-XJU-159,1,1,1,1,1,1,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-159.jpg
DR-XJU-160,1,1,1,1,1,1,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-160.jpg
DR-XJU-161,1,1,1,1,1,1,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-161.jpg
DR-XJU-162,1,1,1,1,1,1,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-162.jpg
DR-XJU-163,1,0,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-163.jpg
DR-XJU-164,1,1,1,1,1,1,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-164.jpg
DR-XJU-165,1,0,1,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-165.jpg
DR-XJU-166,1,1,1,1,1,1,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-166.jpg
DR-XJU-167,1,1,1,1,1,1,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-167.jpg
DR-XJU-168,1,1,1,1,1,1,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-168.jpg
DR-XJU-169,1,1,1,1,1,1,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-169.jpg
DR-XJU-170,1,0,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-170.jpg
DR-XJU-171,1,0,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-171.jpg
DR-XJU-172,0,0,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-172.jpg
DR-XJU-173,0,0,0,1,1,1,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-173.jpg
DR-XJU-174,1,1,1,1,1,1,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-174.jpg
DR-XJU-175,1,1,1,1,1,1,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-175.jpg
DR-XJU-176,0,1,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-176.jpg
DR-XJU-177,1,1,1,1,1,1,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-177.jpg
DR-XJU-178,1,1,1,1,1,1,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-178.jpg
DR-XJU-179,1,1,1,1,1,1,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-179.jpg
DR-XJU-180,1,1,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-180.jpg
DR-XJU-181,1,1,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-181.jpg
DR-XJU-182,1,1,1,1,1,1,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-182.jpg
DR-XJU-183,1,1,1,1,1,1,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-183.jpg
DR-XJU-184,1,1,1,1,1,1,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-184.jpg
DR-XJU-185,1,1,1,1,1,1,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-185.jpg
DR-XJU-186,0,1,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-186.jpg
DR-XJU-187,1,0,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-187.jpg
DR-XJU-188,1,1,1,1,1,1,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-188.jpg
DR-XJU-189,1,1,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-189.jpg
DR-XJU-190,1,1,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-190.jpg
DR-XJU-191,1,1,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-191.jpg
DR-XJU-192,1,1,1,1,1,1,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-192.jpg
DR-XJU-193,1,1,1,1,1,1,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-193.jpg
DR-XJU-194,0,1,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-194.jpg
DR-XJU-195,0,1,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-195.jpg
DR-XJU-196,1,0,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-196.jpg
DR-XJU-197,1,0,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-197.jpg
DR-XJU-198,0,0,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-198.jpg
DR-XJU-199,0,0,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-199.jpg
DR-XJU-200,1,1,1,1,1,1,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-200.jpg
DR-XJU-201,1,1,1,1,1,1,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-201.jpg
DR-XJU-202,1,1,1,1,1,1,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-202.jpg
DR-XJU-203,1,1,1,1,1,1,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-203.jpg
DR-XJU-204,1,1,1,1,1,1,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-204.jpg
DR-XJU-205,1,1,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-205.jpg
DR-XJU-206,1,1,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-206.jpg
DR-XJU-207,1,1,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-207.jpg
DR-XJU-208,1,1,1,1,1,1,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-208.jpg
DR-XJU-209,1,1,1,1,1,1,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-209.jpg
DR-XJU-210,1,1,1,1,1,1,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-210.jpg
DR-XJU-211,1,1,1,1,1,1,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-211.jpg
DR-XJU-212,0,0,1,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-212.jpg
DR-XJU-213,1,0,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-213.jpg
DR-XJU-214,1,0,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-214.jpg
DR-XJU-215,1,0,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-215.jpg
DR-XJU-216,1,1,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-216.jpg
DR-XJU-217,1,0,1,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-217.jpg
DR-XJU-218,1,0,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-218.jpg
DR-XJU-219,1,1,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-219.jpg
DR-XJU-220,1,1,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-220.jpg
DR-XJU-221,1,1,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-221.jpg
DR-XJU-222,0,0,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-222.jpg
DR-XJU-223,0,0,0,1,0,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-223.jpg
DR-XJU-224,1,1,1,1,1,1,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-224.jpg
DR-XJU-225,1,1,1,1,1,1,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-225.jpg
DR-XJU-226,1,1,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-226.jpg
DR-XJU-227,1,1,0,1,1,1,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-227.jpg
DR-XJU-228,1,0,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-228.jpg
DR-XJU-229,1,0,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-229.jpg
DR-XJU-230,1,0,1,1,1,1,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-230.jpg
DR-XJU-231,1,0,1,1,1,1,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-231.jpg
DR-XJU-232,0,0,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-232.jpg
DR-XJU-233,0,0,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-233.jpg
DR-XJU-234,0,0,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-234.jpg
DR-XJU-235,0,0,0,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-XJU-235.jpg
DR-ZJU-1,1,1,1,1,1,1,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-ZJU-1.jpg
DR-ZJU-2,1,1,1,1,1,1,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-ZJU-2.jpg
DR-ZJU-3,1,1,0,1,1,0,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-ZJU-3.jpg
DR-ZJU-4,1,1,1,1,1,1,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-ZJU-4.jpg
DR-ZJU-5,0,1,1,1,1,0,1.0,0.0,left,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-ZJU-5.jpg
DR-ZJU-6,1,1,1,1,1,1,0.0,1.0,right,standard,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/DR-ZJU-6.jpg
