name,illumination,contrast,clarity,artifacts,field,quality,left,right,left_or_right,fundus_image_type,source
img13764,1,1,1,1,1,1,0,1,right,standard,brset
img13765,1,1,1,1,1,1,1,0,left,standard,brset
img13766,1,1,1,1,1,1,1,0,left,standard,brset
img13767,1,1,1,1,1,1,0,1,right,standard,brset
img13768,1,1,1,1,1,1,0,1,right,standard,brset
img13769,1,1,1,1,1,1,1,0,left,standard,brset
img13770,1,1,1,1,1,1,0,1,right,standard,brset
img13771,1,1,1,1,1,1,1,0,left,standard,brset
img13772,1,1,1,1,1,1,0,1,right,standard,brset
img13773,1,1,1,1,1,1,1,0,left,standard,brset
img13774,1,1,1,1,1,1,0,1,right,standard,brset
img13775,1,1,1,1,1,1,1,0,left,standard,brset
img13776,1,1,1,1,1,1,1,0,left,standard,brset
img13777,1,1,1,1,1,1,1,0,left,standard,brset
img13778,1,1,1,1,1,1,0,1,right,standard,brset
img13779,1,1,1,1,1,1,0,1,right,standard,brset
img13780,1,1,1,1,1,1,1,0,left,standard,brset
img13781,1,1,1,1,1,1,0,1,right,standard,brset
img13782,1,1,1,1,1,1,1,0,left,standard,brset
img13783,1,1,1,1,1,1,1,0,left,standard,brset
img13784,1,1,1,1,1,1,0,1,right,standard,brset
img13785,1,1,1,1,1,1,1,0,left,standard,brset
img13786,1,1,1,1,1,1,0,1,right,standard,brset
img13787,1,1,1,1,1,1,0,1,right,standard,brset
img13788,1,1,1,1,1,1,1,0,left,standard,brset
img13789,1,1,0,1,1,0,1,0,left,standard,brset
img13790,1,1,1,1,1,1,0,1,right,standard,brset
img13791,1,1,1,1,1,1,0,1,right,standard,brset
img13792,1,1,1,1,1,1,1,0,left,standard,brset
img13793,1,1,1,1,1,1,0,1,right,standard,brset
img13794,1,1,1,1,1,1,1,0,left,standard,brset
img13795,1,1,1,1,1,1,0,1,right,standard,brset
img13796,1,1,1,1,1,1,1,0,left,standard,brset
img13797,1,1,1,1,1,1,0,1,right,standard,brset
img13798,1,1,1,1,1,1,1,0,left,standard,brset
img13799,1,1,1,1,1,1,0,1,right,standard,brset
img13800,1,1,1,1,1,1,1,0,left,standard,brset
img13801,1,1,1,1,1,1,1,0,left,standard,brset
img13802,1,1,1,1,1,1,0,1,right,standard,brset
img13803,1,1,1,1,1,1,0,1,right,standard,brset
img13804,1,1,1,1,1,1,1,0,left,standard,brset
img13805,1,1,1,1,1,1,0,1,right,standard,brset
img13806,1,1,1,1,1,1,1,0,left,standard,brset
img13807,1,1,1,1,1,1,0,1,right,standard,brset
img13808,1,1,1,1,1,1,1,0,left,standard,brset
img13809,1,1,1,1,1,1,1,0,left,standard,brset
img13810,1,1,1,1,1,1,0,1,right,standard,brset
img13811,1,1,1,1,1,1,0,1,right,standard,brset
img13812,1,1,1,1,1,1,1,0,left,standard,brset
img13813,1,1,1,1,1,1,0,1,right,standard,brset
img13814,1,1,1,1,1,1,1,0,left,standard,brset
img13815,1,1,1,1,1,1,0,1,right,standard,brset
img13816,1,1,1,1,1,1,1,0,left,standard,brset
img13817,1,1,1,1,1,1,1,0,left,standard,brset
img13818,1,1,1,1,1,1,0,1,right,standard,brset
img13819,1,1,1,1,1,1,0,1,right,standard,brset
img13820,1,1,1,1,1,1,1,0,left,standard,brset
img13821,1,1,1,1,1,1,1,0,left,standard,brset
img13822,1,1,1,1,0,0,0,1,right,standard,brset
img13823,1,1,1,1,1,1,0,1,right,standard,brset
img13824,1,1,1,1,1,1,1,0,left,standard,brset
img13825,1,1,1,1,1,1,1,0,left,standard,brset
img13826,1,1,1,1,0,0,0,1,right,standard,brset
img13827,1,1,1,1,1,1,0,1,right,standard,brset
img13828,1,1,1,1,1,1,1,0,left,standard,brset
img13829,1,1,1,1,1,1,0,1,right,standard,brset
img13830,1,1,1,1,1,1,1,0,left,standard,brset
img13831,1,1,1,1,1,1,0,1,right,standard,brset
img13832,1,1,1,1,1,1,1,0,left,standard,brset
img13833,0,0,1,1,1,0,1,0,left,standard,brset
img13834,1,1,1,1,1,1,0,1,right,standard,brset
img13835,1,1,1,1,1,1,0,1,right,standard,brset
img13836,1,1,1,1,1,1,1,0,left,standard,brset
img13837,1,1,1,1,1,1,1,0,left,standard,brset
img13838,1,1,1,1,1,1,0,1,right,standard,brset
img13839,1,1,1,1,1,1,1,0,left,standard,brset
img13840,1,1,1,1,1,1,0,1,right,standard,brset
img13841,1,1,1,1,1,1,0,1,right,standard,brset
img13842,1,1,1,1,1,1,1,0,left,standard,brset
img13843,1,1,1,1,1,1,0,1,right,standard,brset
img13844,1,1,1,1,1,1,1,0,left,standard,brset
img13845,1,1,1,1,1,1,0,1,right,standard,brset
img13846,1,1,1,1,1,1,1,0,left,standard,brset
img13847,1,1,1,1,1,1,0,1,right,standard,brset
img13848,1,1,1,1,0,0,1,0,left,standard,brset
img13849,1,1,1,1,1,1,0,1,right,standard,brset
img13850,1,1,1,1,1,1,1,0,left,standard,brset
img13851,1,1,1,1,1,1,1,0,left,standard,brset
img13852,1,1,1,1,1,1,0,1,right,standard,brset
img13853,1,1,1,1,1,1,1,0,left,standard,brset
img13854,1,1,1,1,1,1,0,1,right,standard,brset
img13855,1,1,1,1,1,1,0,1,right,standard,brset
img13856,1,1,1,1,1,1,1,0,left,standard,brset
img13857,1,1,1,1,1,1,0,1,right,standard,brset
img13858,1,1,1,1,1,1,1,0,left,standard,brset
img13859,1,1,1,1,1,1,0,1,right,standard,brset
img13860,1,1,1,1,1,1,1,0,left,standard,brset
img13861,1,1,1,1,1,1,0,1,right,standard,brset
img13862,1,1,1,1,1,1,1,0,left,standard,brset
img13863,1,1,1,1,1,1,0,1,right,standard,brset
img13864,1,1,1,1,1,1,0,1,right,standard,brset
img13865,1,1,1,1,1,1,1,0,left,standard,brset
img13866,1,1,1,1,1,1,0,1,right,standard,brset
img13867,1,1,1,1,1,1,1,0,left,standard,brset
img13868,1,1,1,1,1,1,0,1,right,standard,brset
img13869,1,1,1,1,1,1,1,0,left,standard,brset
img13870,1,1,1,1,1,1,0,1,right,standard,brset
img13871,1,1,1,1,1,1,1,0,left,standard,brset
img13872,1,1,1,1,1,1,0,1,right,standard,brset
img13873,1,1,1,1,1,1,1,0,left,standard,brset
img13874,1,1,1,1,1,1,1,0,left,standard,brset
img13875,1,1,1,1,1,1,0,1,right,standard,brset
img13876,1,1,1,1,1,1,0,1,right,standard,brset
img13877,1,1,1,1,1,1,1,0,left,standard,brset
img13878,1,1,1,1,1,1,0,1,right,standard,brset
img13879,1,1,1,1,1,1,1,0,left,standard,brset
img13880,1,1,1,1,1,1,0,1,right,standard,brset
img13881,1,1,1,1,1,1,1,0,left,standard,brset
img13882,1,1,1,1,1,1,0,1,right,standard,brset
img13883,1,1,1,1,1,1,1,0,left,standard,brset
img13884,1,1,0,1,1,0,0,1,right,standard,brset
img13885,1,1,0,1,1,0,1,0,left,standard,brset
img13886,1,1,1,1,1,1,0,1,right,standard,brset
img13887,1,1,1,1,1,1,1,0,left,standard,brset
img13888,1,1,1,1,1,1,0,1,right,standard,brset
img13889,1,1,1,1,1,1,0,1,right,standard,brset
img13890,1,1,1,1,1,1,1,0,left,standard,brset
img13891,1,1,1,1,1,1,0,1,right,standard,brset
img13892,1,1,1,1,1,1,1,0,left,standard,brset
img13893,1,1,1,1,1,1,0,1,right,standard,brset
img13894,1,1,1,1,1,1,1,0,left,standard,brset
img13895,1,1,1,1,1,1,0,1,right,standard,brset
img13896,1,1,1,1,1,1,1,0,left,standard,brset
img13897,1,1,1,1,1,1,1,0,left,standard,brset
img13898,1,1,1,1,1,1,0,1,right,standard,brset
img13899,1,1,1,1,1,1,0,1,right,standard,brset
img13900,1,1,1,1,1,1,1,0,left,standard,brset
img13901,1,1,1,1,1,1,0,1,right,standard,brset
img13902,1,1,1,1,1,1,1,0,left,standard,brset
img13903,1,1,1,1,1,1,0,1,right,standard,brset
img13904,1,1,1,1,1,1,1,0,left,standard,brset
img13905,1,1,1,1,1,1,0,1,right,standard,brset
img13906,1,1,1,1,1,1,1,0,left,standard,brset
img13907,1,1,1,1,1,1,0,1,right,standard,brset
img13908,1,1,1,1,1,1,1,0,left,standard,brset
img13909,1,1,1,1,1,1,0,1,right,standard,brset
img13910,1,1,1,1,1,1,1,0,left,standard,brset
img13911,1,1,0,1,1,0,0,1,right,standard,brset
img13912,1,1,1,1,1,1,1,0,left,standard,brset
img13913,1,1,1,1,1,1,0,1,right,standard,brset
img13914,1,1,1,1,1,1,1,0,left,standard,brset
img13915,1,1,1,1,1,1,0,1,right,standard,brset
img13916,1,1,1,1,1,1,1,0,left,standard,brset
img13917,1,1,1,1,1,1,1,0,left,standard,brset
img13918,1,1,1,1,1,1,0,1,right,standard,brset
img13919,1,1,1,1,1,1,1,0,left,standard,brset
img13920,1,1,1,1,1,1,0,1,right,standard,brset
img13921,1,1,1,1,1,1,0,1,right,standard,brset
img13922,1,1,1,1,1,1,1,0,left,standard,brset
img13923,1,1,1,1,1,1,1,0,left,standard,brset
img13924,1,1,1,1,1,1,0,1,right,standard,brset
img13925,1,1,1,1,1,1,1,0,left,standard,brset
img13926,1,1,1,1,1,1,0,1,right,standard,brset
img13927,1,1,1,1,1,1,0,1,right,standard,brset
img13928,1,1,1,1,1,1,1,0,left,standard,brset
img13929,1,1,1,1,1,1,0,1,right,standard,brset
img13930,1,1,1,1,1,1,1,0,left,standard,brset
img13931,1,1,1,1,1,1,0,1,right,standard,brset
img13932,1,1,1,1,1,1,1,0,left,standard,brset
img13933,1,1,1,1,1,1,1,0,left,standard,brset
img13934,1,1,1,1,1,1,0,1,right,standard,brset
img13935,1,1,1,1,1,1,0,1,right,standard,brset
img13936,1,1,1,1,0,0,1,0,left,standard,brset
img13937,1,1,1,1,1,1,0,1,right,standard,brset
img13938,1,1,1,1,1,1,1,0,left,standard,brset
img13939,1,1,1,1,1,1,0,1,right,standard,brset
img13940,1,1,1,1,1,1,1,0,left,standard,brset
img13941,1,1,1,1,1,1,1,0,left,standard,brset
img13942,1,1,1,1,1,1,0,1,right,standard,brset
img13943,1,1,1,1,1,1,0,1,right,standard,brset
img13944,1,1,1,1,1,1,1,0,left,standard,brset
img13945,1,1,1,1,1,1,0,1,right,standard,brset
img13946,1,1,1,1,1,1,1,0,left,standard,brset
img13947,1,1,1,1,1,1,1,0,left,standard,brset
img13948,1,1,1,1,1,1,0,1,right,standard,brset
img13949,1,1,1,1,1,1,1,0,left,standard,brset
img13950,1,1,1,1,1,1,0,1,right,standard,brset
img13951,1,1,1,1,1,1,0,1,right,standard,brset
img13952,1,1,1,1,1,1,1,0,left,standard,brset
img13953,1,1,1,1,1,1,0,1,right,standard,brset
img13954,1,1,1,1,1,1,1,0,left,standard,brset
img13955,1,1,1,1,1,1,0,1,right,standard,brset
img13956,1,1,1,1,1,1,1,0,left,standard,brset
img13957,1,1,1,1,1,1,0,1,right,standard,brset
img13958,1,1,1,1,1,1,1,0,left,standard,brset
img13959,1,1,1,1,1,1,0,1,right,standard,brset
img13960,1,1,1,1,1,1,1,0,left,standard,brset
img13961,1,1,1,1,1,1,0,1,right,standard,brset
img13962,1,1,1,1,1,1,1,0,left,standard,brset
img13963,1,1,1,1,1,1,1,0,left,standard,brset
img13964,1,1,1,1,1,1,0,1,right,standard,brset
img13965,1,1,1,1,1,1,0,1,right,standard,brset
img13966,1,1,1,1,1,1,1,0,left,standard,brset
img13967,1,1,1,1,1,1,0,1,right,standard,brset
img13968,1,1,1,1,1,1,1,0,left,standard,brset
img13969,1,1,1,1,1,1,0,1,right,standard,brset
img13970,1,1,1,1,1,1,1,0,left,standard,brset
img13971,1,1,1,1,1,1,1,0,left,standard,brset
img13972,1,1,1,1,1,1,0,1,right,standard,brset
img13973,1,1,1,1,1,1,0,1,right,standard,brset
img13974,1,1,0,1,1,0,1,0,left,standard,brset
img13975,1,1,1,1,1,1,1,0,left,standard,brset
img13976,1,1,1,1,1,1,0,1,right,standard,brset
img13977,1,1,1,1,1,1,0,1,right,standard,brset
img13978,1,1,1,1,1,1,1,0,left,standard,brset
img13979,1,1,1,1,1,1,0,1,right,standard,brset
img13980,1,1,1,1,1,1,1,0,left,standard,brset
img13981,1,1,1,1,1,1,0,1,right,standard,brset
img13982,1,1,1,1,1,1,1,0,left,standard,brset
img13983,1,1,1,1,1,1,0,1,right,standard,brset
img13984,1,1,1,1,1,1,1,0,left,standard,brset
img13985,1,1,1,1,1,1,0,1,right,standard,brset
img13986,1,1,1,1,1,1,1,0,left,standard,brset
img13987,1,1,1,1,1,1,1,0,left,standard,brset
img13988,1,1,1,1,0,0,0,1,right,standard,brset
img13989,1,1,1,1,1,1,1,0,left,standard,brset
img13990,1,1,1,1,1,1,0,1,right,standard,brset
img13991,1,1,1,1,1,1,1,0,left,standard,brset
img13992,1,1,1,1,1,1,0,1,right,standard,brset
img13993,1,1,1,1,1,1,0,1,right,standard,brset
img13994,1,1,1,1,1,1,1,0,left,standard,brset
img13995,1,1,1,1,1,1,1,0,left,standard,brset
img13996,1,1,1,1,1,1,0,1,right,standard,brset
img13997,1,1,1,1,1,1,0,1,right,standard,brset
img13998,1,1,1,1,1,1,1,0,left,standard,brset
img13999,1,1,1,1,1,1,1,0,left,standard,brset
img14000,1,1,1,1,1,1,0,1,right,standard,brset
img14001,1,1,1,1,1,1,1,0,left,standard,brset
img14002,1,1,1,1,1,1,0,1,right,standard,brset
img14003,1,1,1,1,1,1,0,1,right,standard,brset
img14004,1,1,1,1,1,1,1,0,left,standard,brset
img14005,1,1,1,1,1,1,0,1,right,standard,brset
img14006,1,1,1,1,1,1,1,0,left,standard,brset
img14007,1,1,1,1,1,1,0,1,right,standard,brset
img14008,0,0,1,1,1,0,1,0,left,standard,brset
img14009,1,1,1,1,1,1,0,1,right,standard,brset
img14010,1,1,1,1,1,1,1,0,left,standard,brset
img14011,1,1,1,1,1,1,0,1,right,standard,brset
img14012,1,1,1,1,1,1,1,0,left,standard,brset
img14013,1,1,1,1,1,1,0,1,right,standard,brset
img14014,1,1,1,1,1,1,1,0,left,standard,brset
img14015,1,1,1,1,0,0,0,1,right,standard,brset
img14016,1,1,1,1,1,1,1,0,left,standard,brset
img14017,1,1,1,1,1,1,0,1,right,standard,brset
img14018,1,1,1,1,1,1,1,0,left,standard,brset
img14019,1,1,1,1,1,1,1,0,left,standard,brset
img14020,1,1,1,1,1,1,0,1,right,standard,brset
img14021,1,1,1,1,1,1,0,1,right,standard,brset
img14022,1,1,1,1,1,1,1,0,left,standard,brset
img14023,1,1,1,1,1,1,1,0,left,standard,brset
img14024,1,1,1,1,1,1,0,1,right,standard,brset
img14025,1,1,1,1,1,1,0,1,right,standard,brset
img14026,0,0,1,1,1,0,1,0,left,standard,brset
img14027,1,1,1,1,1,1,0,1,right,standard,brset
img14028,1,1,0,1,0,0,1,0,left,standard,brset
img14029,1,1,1,1,1,1,1,0,left,standard,brset
img14030,1,1,1,1,1,1,0,1,right,standard,brset
img14031,1,1,1,1,1,1,0,1,right,standard,brset
img14032,1,1,1,1,1,1,1,0,left,standard,brset
img14033,1,1,1,1,1,1,1,0,left,standard,brset
img14034,1,1,1,1,1,1,0,1,right,standard,brset
img14035,1,1,1,1,1,1,1,0,left,standard,brset
img14036,1,1,1,1,1,1,0,1,right,standard,brset
img14037,1,1,1,1,1,1,0,1,right,standard,brset
img14038,1,1,1,1,1,1,1,0,left,standard,brset
img14039,1,1,1,1,1,1,0,1,right,standard,brset
img14040,1,1,1,1,1,1,1,0,left,standard,brset
img14041,1,1,1,1,1,1,0,1,right,standard,brset
img14042,1,1,1,1,1,1,1,0,left,standard,brset
img14043,1,1,1,1,1,1,0,1,right,standard,brset
img14044,1,1,1,1,1,1,1,0,left,standard,brset
img14045,1,1,1,1,1,1,0,1,right,standard,brset
img14046,1,1,1,1,1,1,1,0,left,standard,brset
img14047,1,1,1,1,1,1,0,1,right,standard,brset
img14048,1,1,1,1,1,1,1,0,left,standard,brset
img14049,1,1,1,1,1,1,1,0,left,standard,brset
img14050,1,1,1,1,1,1,0,1,right,standard,brset
img14051,1,1,1,1,1,1,0,1,right,standard,brset
img14052,1,1,1,1,1,1,0,1,right,standard,brset
img14053,1,1,1,1,1,1,1,0,left,standard,brset
img14054,1,1,1,1,1,1,0,1,right,standard,brset
img14055,1,1,1,1,1,1,1,0,left,standard,brset
img14056,1,1,1,1,1,1,1,0,left,standard,brset
img14057,1,1,1,1,1,1,0,1,right,standard,brset
img14058,1,1,1,1,1,1,0,1,right,standard,brset
img14059,1,1,1,1,1,1,1,0,left,standard,brset
img14060,1,1,1,1,1,1,0,1,right,standard,brset
img14061,1,1,1,1,1,1,1,0,left,standard,brset
img14062,1,1,1,1,1,1,1,0,left,standard,brset
img14063,1,1,1,1,1,1,0,1,right,standard,brset
img14064,1,1,1,1,1,1,1,0,left,standard,brset
img14065,1,1,1,1,0,0,0,1,right,standard,brset
img14066,1,1,1,1,1,1,0,1,right,standard,brset
img14067,1,1,1,1,1,1,1,0,left,standard,brset
img14068,1,1,1,1,1,1,0,1,right,standard,brset
img14069,1,1,1,1,1,1,1,0,left,standard,brset
img14070,1,1,1,1,1,1,1,0,left,standard,brset
img14071,1,1,1,1,0,0,0,1,right,standard,brset
img14072,1,1,1,1,1,1,0,1,right,standard,brset
img14073,1,1,1,1,1,1,1,0,left,standard,brset
img14074,1,1,0,1,1,0,1,0,left,standard,brset
img14075,1,1,0,1,1,0,0,1,right,standard,brset
img14076,1,1,1,1,1,1,1,0,left,standard,brset
img14077,1,1,1,1,1,1,0,1,right,standard,brset
img14078,1,1,1,1,1,1,0,1,right,standard,brset
img14079,1,1,1,1,1,1,1,0,left,standard,brset
img14080,1,1,1,1,1,1,0,1,right,standard,brset
img14081,1,1,1,1,1,1,1,0,left,standard,brset
img14082,1,1,1,1,1,1,0,1,right,standard,brset
img14083,1,1,1,1,1,1,1,0,left,standard,brset
img14084,1,1,1,1,1,1,0,1,right,standard,brset
img14085,1,1,1,1,1,1,1,0,left,standard,brset
img14086,1,1,1,1,1,1,1,0,left,standard,brset
img14087,1,1,1,1,1,1,0,1,right,standard,brset
img14088,1,1,1,1,1,1,0,1,right,standard,brset
img14089,1,1,1,1,1,1,0,1,right,standard,brset
img14090,1,1,1,1,1,1,1,0,left,standard,brset
img14091,1,1,1,1,1,1,0,1,right,standard,brset
img14092,1,1,1,1,1,1,1,0,left,standard,brset
img14093,1,1,1,1,1,1,1,0,left,standard,brset
img14094,1,1,1,1,1,1,0,1,right,standard,brset
img14095,1,1,1,1,1,1,0,1,right,standard,brset
img14096,1,1,1,1,1,1,1,0,left,standard,brset
img14097,1,1,1,1,1,1,0,1,right,standard,brset
img14098,1,1,1,1,1,1,1,0,left,standard,brset
img14099,1,1,1,1,0,0,1,0,left,standard,brset
img14100,1,1,1,1,0,0,0,1,right,standard,brset
img14101,1,1,1,1,1,1,0,1,right,standard,brset
img14102,1,1,1,1,1,1,1,0,left,standard,brset
img14103,1,1,1,1,1,1,0,1,right,standard,brset
img14104,1,1,1,1,1,1,1,0,left,standard,brset
img14105,1,1,1,1,1,1,0,1,right,standard,brset
img14106,1,1,1,1,1,1,1,0,left,standard,brset
img14107,1,1,1,1,1,1,0,1,right,standard,brset
img14108,1,1,1,1,1,1,1,0,left,standard,brset
img14109,1,1,1,1,1,1,1,0,left,standard,brset
img14110,1,1,1,1,1,1,0,1,right,standard,brset
img14111,1,1,1,1,1,1,0,1,right,standard,brset
img14112,1,1,1,1,1,1,0,1,right,standard,brset
img14113,1,1,1,1,1,1,0,1,right,standard,brset
img14114,1,1,1,1,1,1,1,0,left,standard,brset
img14115,1,1,1,1,1,1,0,1,right,standard,brset
img14116,1,1,1,1,1,1,1,0,left,standard,brset
img14117,1,1,1,1,1,1,0,1,right,standard,brset
img14118,1,1,1,1,1,1,1,0,left,standard,brset
img14119,1,1,1,1,1,1,0,1,right,standard,brset
img14120,1,1,1,1,1,1,1,0,left,standard,brset
img14121,1,1,1,1,1,1,1,0,left,standard,brset
img14122,1,1,1,1,1,1,0,1,right,standard,brset
img14123,1,1,1,1,1,1,0,1,right,standard,brset
img14124,1,1,1,1,1,1,1,0,left,standard,brset
img14125,1,1,1,1,1,1,0,1,right,standard,brset
img14126,1,1,1,1,1,1,1,0,left,standard,brset
img14127,1,1,1,1,1,1,0,1,right,standard,brset
img14128,1,1,1,1,1,1,0,1,right,standard,brset
img14129,1,1,1,1,1,1,1,0,left,standard,brset
img14130,1,1,1,1,1,1,0,1,right,standard,brset
img14131,1,1,1,1,0,0,1,0,left,standard,brset
img14132,1,1,1,1,1,1,0,1,right,standard,brset
img14133,1,1,1,1,1,1,1,0,left,standard,brset
img14134,1,1,1,1,1,1,1,0,left,standard,brset
img14135,1,1,1,1,1,1,0,1,right,standard,brset
img14136,1,1,1,1,1,1,0,1,right,standard,brset
img14137,1,1,1,1,1,1,0,1,right,standard,brset
img14138,1,1,1,1,1,1,0,1,right,standard,brset
img14139,1,1,1,1,1,1,1,0,left,standard,brset
img14140,1,1,1,1,1,1,0,1,right,standard,brset
img14141,1,1,1,1,1,1,0,1,right,standard,brset
img14142,1,1,1,1,1,1,1,0,left,standard,brset
img14143,1,1,1,1,1,1,0,1,right,standard,brset
img14144,1,1,1,1,1,1,1,0,left,standard,brset
img14145,1,1,1,1,1,1,0,1,right,standard,brset
img14146,1,1,1,1,1,1,1,0,left,standard,brset
img14147,1,1,1,1,1,1,1,0,left,standard,brset
img14148,1,1,1,1,1,1,0,1,right,standard,brset
img14149,1,1,1,1,1,1,0,1,right,standard,brset
img14150,1,1,1,1,1,1,1,0,left,standard,brset
img14151,1,1,1,1,1,1,1,0,left,standard,brset
img14152,1,1,1,1,1,1,1,0,left,standard,brset
img14153,1,1,1,1,1,1,0,1,right,standard,brset
img14154,1,1,1,1,1,1,0,1,right,standard,brset
img14155,1,1,1,1,1,1,1,0,left,standard,brset
img14156,1,1,1,1,1,1,0,1,right,standard,brset
img14157,1,1,1,1,1,1,1,0,left,standard,brset
img14158,1,1,1,1,1,1,1,0,left,standard,brset
img14159,1,1,1,1,1,1,0,1,right,standard,brset
img14160,1,1,1,1,1,1,1,0,left,standard,brset
img14161,1,1,1,1,1,1,0,1,right,standard,brset
img14162,1,1,1,1,1,1,1,0,left,standard,brset
img14163,1,1,1,1,1,1,1,0,left,standard,brset
img14164,1,1,1,1,1,1,0,1,right,standard,brset
img14165,1,1,1,1,1,1,0,1,right,standard,brset
img14166,1,1,1,1,1,1,1,0,left,standard,brset
img14167,1,1,1,1,1,1,1,0,left,standard,brset
img14168,1,1,1,1,1,1,0,1,right,standard,brset
img14169,1,1,1,1,1,1,0,1,right,standard,brset
img14170,1,1,1,1,1,1,1,0,left,standard,brset
img14171,1,1,1,1,1,1,0,1,right,standard,brset
img14172,1,1,1,1,0,0,1,0,left,standard,brset
img14173,1,1,1,1,1,1,0,1,right,standard,brset
img14174,1,1,1,1,1,1,1,0,left,standard,brset
img14175,1,1,1,1,1,1,1,0,left,standard,brset
img14176,1,1,1,1,1,1,0,1,right,standard,brset
img14177,1,1,1,1,1,1,0,1,right,standard,brset
img14178,1,1,1,1,1,1,1,0,left,standard,brset
img14179,1,1,1,1,1,1,0,1,right,standard,brset
img14180,1,1,1,1,1,1,1,0,left,standard,brset
img14181,1,1,1,1,1,1,0,1,right,standard,brset
img14182,1,1,1,1,1,1,1,0,left,standard,brset
img14183,1,1,1,1,1,1,1,0,left,standard,brset
img14184,1,1,1,1,1,1,0,1,right,standard,brset
img14185,1,1,1,1,1,1,1,0,left,standard,brset
img14186,1,1,1,1,1,1,0,1,right,standard,brset
img14187,1,1,1,1,1,1,1,0,left,standard,brset
img14188,1,1,1,1,1,1,0,1,right,standard,brset
img14189,1,1,1,1,1,1,1,0,left,standard,brset
img14190,1,1,1,1,1,1,0,1,right,standard,brset
img14191,1,1,1,1,1,1,0,1,right,standard,brset
img14192,1,1,1,1,1,1,1,0,left,standard,brset
img14193,1,1,1,1,1,1,1,0,left,standard,brset
img14194,1,1,1,1,1,1,0,1,right,standard,brset
img14195,1,1,1,1,1,1,0,1,right,standard,brset
img14196,1,1,1,1,1,1,1,0,left,standard,brset
img14197,1,1,1,1,1,1,1,0,left,standard,brset
img14198,1,1,1,1,1,1,0,1,right,standard,brset
img14199,1,1,1,1,1,1,1,0,left,standard,brset
img14200,1,1,1,1,1,1,0,1,right,standard,brset
img14201,1,1,1,1,1,1,1,0,left,standard,brset
img14202,1,1,1,1,1,1,0,1,right,standard,brset
img14203,1,1,1,1,1,1,0,1,right,standard,brset
img14204,1,1,1,1,1,1,1,0,left,standard,brset
img14205,1,1,1,1,1,1,0,1,right,standard,brset
img14206,1,1,1,1,1,1,1,0,left,standard,brset
img14207,1,1,1,1,1,1,0,1,right,standard,brset
img14208,1,1,1,1,1,1,1,0,left,standard,brset
img14209,1,1,1,1,1,1,0,1,right,standard,brset
img14210,1,1,1,1,1,1,1,0,left,standard,brset
img14211,1,1,1,1,1,1,0,1,right,standard,brset
img14212,1,1,1,1,1,1,1,0,left,standard,brset
img14213,1,1,1,1,1,1,0,1,right,standard,brset
img14214,1,1,1,1,1,1,1,0,left,standard,brset
img14215,1,1,1,1,1,1,0,1,right,standard,brset
img14216,1,1,1,1,1,1,1,0,left,standard,brset
img14217,1,1,1,1,1,1,0,1,right,standard,brset
img14218,1,1,1,1,1,1,1,0,left,standard,brset
img14219,1,1,1,1,1,1,1,0,left,standard,brset
img14220,1,1,1,1,1,1,0,1,right,standard,brset
img14221,1,1,1,1,1,1,0,1,right,standard,brset
img14222,1,1,1,1,1,1,1,0,left,standard,brset
img14223,1,1,1,1,1,1,0,1,right,standard,brset
img14224,1,1,1,1,1,1,1,0,left,standard,brset
img14225,1,1,1,1,1,1,0,1,right,standard,brset
img14226,1,1,1,1,1,1,1,0,left,standard,brset
img14227,1,1,1,1,1,1,0,1,right,standard,brset
img14228,1,1,1,1,1,1,1,0,left,standard,brset
img14229,1,1,1,1,1,1,0,1,right,standard,brset
img14230,1,1,1,1,1,1,1,0,left,standard,brset
img14231,1,1,1,1,1,1,0,1,right,standard,brset
img14232,1,1,1,1,1,1,1,0,left,standard,brset
img14233,1,1,0,1,1,0,0,1,right,standard,brset
img14234,1,1,1,1,1,1,1,0,left,standard,brset
img14235,1,1,1,1,1,1,0,1,right,standard,brset
img14236,1,1,1,1,1,1,1,0,left,standard,brset
img14237,1,1,1,1,0,0,0,1,right,standard,brset
img14238,1,1,1,1,1,1,1,0,left,standard,brset
img14239,1,1,1,1,1,1,0,1,right,standard,brset
img14240,1,1,1,1,1,1,1,0,left,standard,brset
img14241,1,1,1,1,1,1,0,1,right,standard,brset
img14242,1,1,1,1,1,1,1,0,left,standard,brset
img14243,1,1,1,1,1,1,0,1,right,standard,brset
img14244,1,1,1,1,1,1,1,0,left,standard,brset
img14245,1,1,1,1,1,1,0,1,right,standard,brset
img14246,1,1,1,1,1,1,1,0,left,standard,brset
img14247,1,1,1,1,1,1,0,1,right,standard,brset
img14248,1,1,1,1,1,1,1,0,left,standard,brset
img14249,1,1,1,1,1,1,0,1,right,standard,brset
img14250,1,1,1,1,1,1,1,0,left,standard,brset
img14251,1,1,1,1,1,1,0,1,right,standard,brset
img14252,1,1,1,1,1,1,1,0,left,standard,brset
img14253,1,1,1,1,1,1,0,1,right,standard,brset
img14254,1,1,1,1,1,1,1,0,left,standard,brset
img14255,1,1,1,1,1,1,0,1,right,standard,brset
img14256,1,1,1,1,1,1,1,0,left,standard,brset
img14257,1,1,1,1,1,1,0,1,right,standard,brset
img14258,1,1,1,1,1,1,1,0,left,standard,brset
img14259,1,1,1,1,1,1,0,1,right,standard,brset
img14260,1,1,1,1,1,1,1,0,left,standard,brset
img14261,1,1,1,1,1,1,0,1,right,standard,brset
